nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.HIC_ASM_1.149	NA	purple
evm.TU.HIC_ASM_1.1515	NA	purple
evm.TU.HIC_ASM_1.1522	NA	purple
evm.TU.HIC_ASM_1.849	NA	purple
evm.TU.HIC_ASM_10.415	NA	purple
evm.TU.HIC_ASM_10.464	NA	purple
evm.TU.HIC_ASM_10.472	NA	purple
evm.TU.HIC_ASM_10.543	NA	purple
evm.TU.HIC_ASM_10.724	NA	purple
evm.TU.HIC_ASM_10.850	NA	purple
evm.TU.HIC_ASM_10.851	NA	purple
evm.TU.HIC_ASM_10.912	NA	purple
evm.TU.HIC_ASM_11.166	NA	purple
evm.TU.HIC_ASM_11.720	NA	purple
evm.TU.HIC_ASM_11.78	NA	purple
evm.TU.HIC_ASM_12.1	NA	purple
evm.TU.HIC_ASM_12.26	NA	purple
evm.TU.HIC_ASM_12.904	NA	purple
evm.TU.HIC_ASM_13.1402	NA	purple
evm.TU.HIC_ASM_13.756	NA	purple
evm.TU.HIC_ASM_14.580	NA	purple
evm.TU.HIC_ASM_14.581	NA	purple
evm.TU.HIC_ASM_14.641	NA	purple
evm.TU.HIC_ASM_15.1317	NA	purple
evm.TU.HIC_ASM_15.1558	NA	purple
evm.TU.HIC_ASM_15.2403	NA	purple
evm.TU.HIC_ASM_15.2413	NA	purple
evm.TU.HIC_ASM_15.2523	NA	purple
evm.TU.HIC_ASM_15.657	NA	purple
evm.TU.HIC_ASM_15.73	NA	purple
evm.TU.HIC_ASM_15.81	NA	purple
evm.TU.HIC_ASM_16.1007	NA	purple
evm.TU.HIC_ASM_16.1129	NA	purple
evm.TU.HIC_ASM_16.1165	NA	purple
evm.TU.HIC_ASM_16.1417	NA	purple
evm.TU.HIC_ASM_17.1550	NA	purple
evm.TU.HIC_ASM_18.1257	NA	purple
evm.TU.HIC_ASM_18.355	NA	purple
evm.TU.HIC_ASM_18.807	NA	purple
evm.TU.HIC_ASM_18.858	NA	purple
evm.TU.HIC_ASM_2.1314	NA	purple
evm.TU.HIC_ASM_2.774	NA	purple
evm.TU.HIC_ASM_2.892	NA	purple
evm.TU.HIC_ASM_3.1531	NA	purple
evm.TU.HIC_ASM_3.1757	NA	purple
evm.TU.HIC_ASM_3.1763	NA	purple
evm.TU.HIC_ASM_4.1510	NA	purple
evm.TU.HIC_ASM_4.169	NA	purple
evm.TU.HIC_ASM_4.316	NA	purple
evm.TU.HIC_ASM_4.49	NA	purple
evm.TU.HIC_ASM_5.1193	NA	purple
evm.TU.HIC_ASM_5.1194	NA	purple
evm.TU.HIC_ASM_5.1195	NA	purple
evm.TU.HIC_ASM_6.153	NA	purple
evm.TU.HIC_ASM_6.2121	NA	purple
evm.TU.HIC_ASM_6.214	NA	purple
evm.TU.HIC_ASM_6.2154	NA	purple
evm.TU.HIC_ASM_6.2893	NA	purple
evm.TU.HIC_ASM_6.3709	NA	purple
evm.TU.HIC_ASM_6.3802	NA	purple
evm.TU.HIC_ASM_6.3923	NA	purple
evm.TU.HIC_ASM_6.4027	NA	purple
evm.TU.HIC_ASM_6.4171	NA	purple
evm.TU.HIC_ASM_6.674	NA	purple
evm.TU.HIC_ASM_7.1747	NA	purple
evm.TU.HIC_ASM_7.1794	NA	purple
evm.TU.HIC_ASM_7.1799	NA	purple
evm.TU.HIC_ASM_7.1856	NA	purple
evm.TU.HIC_ASM_7.2031	NA	purple
evm.TU.HIC_ASM_7.2134	NA	purple
evm.TU.HIC_ASM_7.2167	NA	purple
evm.TU.HIC_ASM_8.1675	NA	purple
evm.TU.HIC_ASM_8.1676	NA	purple
evm.TU.HIC_ASM_8.1840	NA	purple
evm.TU.HIC_ASM_8.1841	NA	purple
evm.TU.ORIGINAL_153.36	NA	purple
evm.TU.ORIGINAL_200.6	NA	purple
evm.TU.ORIGINAL_352.1	NA	purple
evm.TU.ORIGINAL_378.22	NA	purple
evm.TU.ORIGINAL_505.8	NA	purple
