nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_90__FRAGMENT_1.21	NA	greenyellow
evm.TU.HIC_ASM_0.184	NA	greenyellow
evm.TU.HIC_ASM_0.442	NA	greenyellow
evm.TU.HIC_ASM_0.528	NA	greenyellow
evm.TU.HIC_ASM_0.530	NA	greenyellow
evm.TU.HIC_ASM_0.589	NA	greenyellow
evm.TU.HIC_ASM_0.91	NA	greenyellow
evm.TU.HIC_ASM_0.957	NA	greenyellow
evm.TU.HIC_ASM_1.1459	NA	greenyellow
evm.TU.HIC_ASM_1.1715	NA	greenyellow
evm.TU.HIC_ASM_1.1851	NA	greenyellow
evm.TU.HIC_ASM_1.1918	NA	greenyellow
evm.TU.HIC_ASM_1.2035	NA	greenyellow
evm.TU.HIC_ASM_1.492	NA	greenyellow
evm.TU.HIC_ASM_1.933	NA	greenyellow
evm.TU.HIC_ASM_10.490	NA	greenyellow
evm.TU.HIC_ASM_10.495	NA	greenyellow
evm.TU.HIC_ASM_10.532	NA	greenyellow
evm.TU.HIC_ASM_10.859	NA	greenyellow
evm.TU.HIC_ASM_11.104	NA	greenyellow
evm.TU.HIC_ASM_11.1109	NA	greenyellow
evm.TU.HIC_ASM_11.1156	NA	greenyellow
evm.TU.HIC_ASM_11.1314	NA	greenyellow
evm.TU.HIC_ASM_11.260	NA	greenyellow
evm.TU.HIC_ASM_11.471	NA	greenyellow
evm.TU.HIC_ASM_11.535	NA	greenyellow
evm.TU.HIC_ASM_12.1184	NA	greenyellow
evm.TU.HIC_ASM_12.168	NA	greenyellow
evm.TU.HIC_ASM_12.289	NA	greenyellow
evm.TU.HIC_ASM_12.402	NA	greenyellow
evm.TU.HIC_ASM_12.439	NA	greenyellow
evm.TU.HIC_ASM_13.1338	NA	greenyellow
evm.TU.HIC_ASM_13.223	NA	greenyellow
evm.TU.HIC_ASM_13.337	NA	greenyellow
evm.TU.HIC_ASM_13.359	NA	greenyellow
evm.TU.HIC_ASM_13.368	NA	greenyellow
evm.TU.HIC_ASM_13.385	NA	greenyellow
evm.TU.HIC_ASM_13.386	NA	greenyellow
evm.TU.HIC_ASM_13.467	NA	greenyellow
evm.TU.HIC_ASM_13.700	NA	greenyellow
evm.TU.HIC_ASM_14.256	NA	greenyellow
evm.TU.HIC_ASM_14.487	NA	greenyellow
evm.TU.HIC_ASM_14.549	NA	greenyellow
evm.TU.HIC_ASM_14.849	NA	greenyellow
evm.TU.HIC_ASM_15.1267	NA	greenyellow
evm.TU.HIC_ASM_15.1848	NA	greenyellow
evm.TU.HIC_ASM_15.227	NA	greenyellow
evm.TU.HIC_ASM_15.2339	NA	greenyellow
evm.TU.HIC_ASM_15.2630	NA	greenyellow
evm.TU.HIC_ASM_15.391	NA	greenyellow
evm.TU.HIC_ASM_15.815	NA	greenyellow
evm.TU.HIC_ASM_16.1143	NA	greenyellow
evm.TU.HIC_ASM_16.14	NA	greenyellow
evm.TU.HIC_ASM_16.260	NA	greenyellow
evm.TU.HIC_ASM_16.515	NA	greenyellow
