nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_90__FRAGMENT_1.43	NA	salmon
evm.TU.HIC_ASM_0.1070	NA	salmon
evm.TU.HIC_ASM_0.1079	NA	salmon
evm.TU.HIC_ASM_0.182	NA	salmon
evm.TU.HIC_ASM_0.243	NA	salmon
evm.TU.HIC_ASM_0.257	NA	salmon
evm.TU.HIC_ASM_0.523	NA	salmon
evm.TU.HIC_ASM_0.696	NA	salmon
evm.TU.HIC_ASM_1.1026	NA	salmon
evm.TU.HIC_ASM_1.1430	NA	salmon
evm.TU.HIC_ASM_1.1689	NA	salmon
evm.TU.HIC_ASM_1.503	NA	salmon
evm.TU.HIC_ASM_1.565	NA	salmon
evm.TU.HIC_ASM_1.847	NA	salmon
evm.TU.HIC_ASM_10.1064	NA	salmon
evm.TU.HIC_ASM_10.408	NA	salmon
evm.TU.HIC_ASM_10.426	NA	salmon
evm.TU.HIC_ASM_10.491	NA	salmon
evm.TU.HIC_ASM_10.523	NA	salmon
evm.TU.HIC_ASM_10.59	NA	salmon
evm.TU.HIC_ASM_10.954	NA	salmon
evm.TU.HIC_ASM_10.956	NA	salmon
evm.TU.HIC_ASM_11.1378	NA	salmon
evm.TU.HIC_ASM_12.1126	NA	salmon
evm.TU.HIC_ASM_12.1213	NA	salmon
evm.TU.HIC_ASM_13.146	NA	salmon
evm.TU.HIC_ASM_14.1066	NA	salmon
evm.TU.HIC_ASM_14.411	NA	salmon
evm.TU.HIC_ASM_14.485	NA	salmon
evm.TU.HIC_ASM_15.1433	NA	salmon
evm.TU.HIC_ASM_15.1637	NA	salmon
evm.TU.HIC_ASM_15.1880	NA	salmon
evm.TU.HIC_ASM_15.1935	NA	salmon
evm.TU.HIC_ASM_15.1968	NA	salmon
evm.TU.HIC_ASM_15.2044	NA	salmon
evm.TU.HIC_ASM_16.1334	NA	salmon
evm.TU.HIC_ASM_16.1366	NA	salmon
evm.TU.HIC_ASM_16.329	NA	salmon
evm.TU.HIC_ASM_16.503	NA	salmon
evm.TU.HIC_ASM_16.539	NA	salmon
evm.TU.HIC_ASM_16.773	NA	salmon
evm.TU.HIC_ASM_16.798	NA	salmon
evm.TU.HIC_ASM_17.1024	NA	salmon
evm.TU.HIC_ASM_17.1174	NA	salmon
evm.TU.HIC_ASM_17.400	NA	salmon
evm.TU.HIC_ASM_17.468	NA	salmon
evm.TU.HIC_ASM_18.1158	NA	salmon
evm.TU.HIC_ASM_18.329	NA	salmon
evm.TU.HIC_ASM_18.917	NA	salmon
evm.TU.HIC_ASM_18.952	NA	salmon
evm.TU.HIC_ASM_18.98	NA	salmon
evm.TU.HIC_ASM_2.1312	NA	salmon
evm.TU.HIC_ASM_2.236	NA	salmon
evm.TU.HIC_ASM_2.463	NA	salmon
evm.TU.HIC_ASM_2.548	NA	salmon
evm.TU.HIC_ASM_2.693	NA	salmon
evm.TU.HIC_ASM_2.722	NA	salmon
evm.TU.HIC_ASM_2.90	NA	salmon
evm.TU.HIC_ASM_3.1504	NA	salmon
evm.TU.HIC_ASM_3.1527	NA	salmon
evm.TU.HIC_ASM_3.283	NA	salmon
evm.TU.HIC_ASM_3.411	NA	salmon
evm.TU.HIC_ASM_3.992	NA	salmon
evm.TU.HIC_ASM_4.1026	NA	salmon
evm.TU.HIC_ASM_4.561	NA	salmon
evm.TU.HIC_ASM_4.671	NA	salmon
evm.TU.HIC_ASM_5.186	NA	salmon
evm.TU.HIC_ASM_5.472	NA	salmon
evm.TU.HIC_ASM_5.822	NA	salmon
evm.TU.HIC_ASM_5.885	NA	salmon
evm.TU.HIC_ASM_6.1219	NA	salmon
evm.TU.HIC_ASM_6.1507	NA	salmon
evm.TU.HIC_ASM_6.206	NA	salmon
evm.TU.HIC_ASM_6.2283	NA	salmon
evm.TU.HIC_ASM_6.2435	NA	salmon
evm.TU.HIC_ASM_6.2753	NA	salmon
evm.TU.HIC_ASM_6.3365	NA	salmon
evm.TU.HIC_ASM_6.350	NA	salmon
evm.TU.HIC_ASM_6.3887	NA	salmon
evm.TU.HIC_ASM_7.1618	NA	salmon
evm.TU.HIC_ASM_7.166	NA	salmon
evm.TU.HIC_ASM_7.1817	NA	salmon
evm.TU.HIC_ASM_7.389	NA	salmon
evm.TU.HIC_ASM_7.58	NA	salmon
evm.TU.HIC_ASM_8.1638	NA	salmon
evm.TU.HIC_ASM_8.262	NA	salmon
evm.TU.HIC_ASM_8.575	NA	salmon
evm.TU.HIC_ASM_8.685	NA	salmon
evm.TU.HIC_ASM_8.779	NA	salmon
evm.TU.HIC_ASM_9.1051	NA	salmon
evm.TU.HIC_ASM_9.1201	NA	salmon
evm.TU.HIC_ASM_9.18	NA	salmon
evm.TU.HIC_ASM_9.182	NA	salmon
evm.TU.HIC_ASM_9.187	NA	salmon
evm.TU.HIC_ASM_9.921	NA	salmon
evm.TU.ORIGINAL_131.29	NA	salmon
evm.TU.ORIGINAL_131.5	NA	salmon
evm.TU.ORIGINAL_268.4	NA	salmon
evm.TU.ORIGINAL_471.4	NA	salmon
evm.TU.ORIGINAL_484__FRAGMENT_1.7	NA	salmon
evm.TU.ORIGINAL_491.18	NA	salmon
PB.1062	NA	salmon
PB.18588	NA	salmon
PB.9369	NA	salmon
PB.3479	NA	salmon
PB.2816	NA	salmon
PB.3963	NA	salmon
PB.5327	NA	salmon
