nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_17__FRAGMENT_2.1	NA	blue
evm.TU.FRAGSCAFF_29__FRAGMENT_4.34	NA	blue
evm.TU.FRAGSCAFF_47__FRAGMENT_3.3	NA	blue
evm.TU.FRAGSCAFF_5__FRAGMENT_5.3	NA	blue
evm.TU.FRAGSCAFF_60.8	NA	blue
evm.TU.FRAGSCAFF_75__FRAGMENT_3.13	NA	blue
evm.TU.HIC_ASM_0.1004	NA	blue
evm.TU.HIC_ASM_0.149	NA	blue
evm.TU.HIC_ASM_0.180	NA	blue
evm.TU.HIC_ASM_0.19	NA	blue
evm.TU.HIC_ASM_0.2	NA	blue
evm.TU.HIC_ASM_0.395	NA	blue
evm.TU.HIC_ASM_0.42	NA	blue
evm.TU.HIC_ASM_0.460	NA	blue
evm.TU.HIC_ASM_0.482	NA	blue
evm.TU.HIC_ASM_0.483	NA	blue
evm.TU.HIC_ASM_0.564	NA	blue
evm.TU.HIC_ASM_0.565	NA	blue
evm.TU.HIC_ASM_0.632	NA	blue
evm.TU.HIC_ASM_1.1111	NA	blue
evm.TU.HIC_ASM_1.1188	NA	blue
evm.TU.HIC_ASM_1.1283	NA	blue
evm.TU.HIC_ASM_1.1563	NA	blue
evm.TU.HIC_ASM_1.1599	NA	blue
evm.TU.HIC_ASM_1.1676	NA	blue
evm.TU.HIC_ASM_1.1678	NA	blue
evm.TU.HIC_ASM_1.1802	NA	blue
evm.TU.HIC_ASM_1.2066	NA	blue
evm.TU.HIC_ASM_1.2069	NA	blue
evm.TU.HIC_ASM_1.2182	NA	blue
evm.TU.HIC_ASM_1.2308	NA	blue
evm.TU.HIC_ASM_1.232	NA	blue
evm.TU.HIC_ASM_1.2417	NA	blue
evm.TU.HIC_ASM_1.252	NA	blue
evm.TU.HIC_ASM_1.2529	NA	blue
evm.TU.HIC_ASM_1.2541	NA	blue
evm.TU.HIC_ASM_1.2542	NA	blue
evm.TU.HIC_ASM_1.2630	NA	blue
evm.TU.HIC_ASM_1.394	NA	blue
evm.TU.HIC_ASM_1.442	NA	blue
evm.TU.HIC_ASM_1.460	NA	blue
evm.TU.HIC_ASM_1.518	NA	blue
evm.TU.HIC_ASM_1.538	NA	blue
evm.TU.HIC_ASM_1.559	NA	blue
evm.TU.HIC_ASM_1.641	NA	blue
evm.TU.HIC_ASM_1.71	NA	blue
evm.TU.HIC_ASM_1.816	NA	blue
evm.TU.HIC_ASM_1.893	NA	blue
evm.TU.HIC_ASM_1.955	NA	blue
evm.TU.HIC_ASM_1.969	NA	blue
evm.TU.HIC_ASM_10.156	NA	blue
evm.TU.HIC_ASM_10.229	NA	blue
evm.TU.HIC_ASM_10.274	NA	blue
evm.TU.HIC_ASM_10.354	NA	blue
evm.TU.HIC_ASM_10.357	NA	blue
evm.TU.HIC_ASM_10.382	NA	blue
evm.TU.HIC_ASM_10.383	NA	blue
evm.TU.HIC_ASM_10.441	NA	blue
evm.TU.HIC_ASM_10.463	NA	blue
evm.TU.HIC_ASM_10.564	NA	blue
evm.TU.HIC_ASM_10.687	NA	blue
evm.TU.HIC_ASM_10.801	NA	blue
evm.TU.HIC_ASM_10.804	NA	blue
evm.TU.HIC_ASM_10.982	NA	blue
evm.TU.HIC_ASM_11.1173	NA	blue
evm.TU.HIC_ASM_11.1364	NA	blue
evm.TU.HIC_ASM_11.238	NA	blue
evm.TU.HIC_ASM_11.239	NA	blue
evm.TU.HIC_ASM_11.277	NA	blue
evm.TU.HIC_ASM_11.391	NA	blue
evm.TU.HIC_ASM_11.706	NA	blue
evm.TU.HIC_ASM_11.71	NA	blue
evm.TU.HIC_ASM_11.743	NA	blue
evm.TU.HIC_ASM_11.744	NA	blue
evm.TU.HIC_ASM_12.132	NA	blue
evm.TU.HIC_ASM_12.1345	NA	blue
evm.TU.HIC_ASM_12.211	NA	blue
evm.TU.HIC_ASM_12.300	NA	blue
evm.TU.HIC_ASM_12.374	NA	blue
evm.TU.HIC_ASM_12.437	NA	blue
evm.TU.HIC_ASM_12.456	NA	blue
evm.TU.HIC_ASM_12.567	NA	blue
evm.TU.HIC_ASM_12.765	NA	blue
evm.TU.HIC_ASM_12.927	NA	blue
evm.TU.HIC_ASM_12.989	NA	blue
evm.TU.HIC_ASM_13.1020	NA	blue
evm.TU.HIC_ASM_13.1192	NA	blue
evm.TU.HIC_ASM_13.1309	NA	blue
evm.TU.HIC_ASM_13.1374	NA	blue
evm.TU.HIC_ASM_13.181	NA	blue
evm.TU.HIC_ASM_13.205	NA	blue
evm.TU.HIC_ASM_13.318	NA	blue
evm.TU.HIC_ASM_13.491	NA	blue
evm.TU.HIC_ASM_13.513	NA	blue
evm.TU.HIC_ASM_13.581	NA	blue
evm.TU.HIC_ASM_13.675	NA	blue
evm.TU.HIC_ASM_13.759	NA	blue
evm.TU.HIC_ASM_13.94	NA	blue
evm.TU.HIC_ASM_14.1046	NA	blue
evm.TU.HIC_ASM_14.1095	NA	blue
evm.TU.HIC_ASM_14.1098	NA	blue
evm.TU.HIC_ASM_14.1148	NA	blue
evm.TU.HIC_ASM_14.150	NA	blue
evm.TU.HIC_ASM_14.320	NA	blue
evm.TU.HIC_ASM_14.387	NA	blue
evm.TU.HIC_ASM_14.646	NA	blue
evm.TU.HIC_ASM_14.969	NA	blue
evm.TU.HIC_ASM_14.997	NA	blue
evm.TU.HIC_ASM_15.1202	NA	blue
evm.TU.HIC_ASM_15.1309	NA	blue
evm.TU.HIC_ASM_15.1453	NA	blue
evm.TU.HIC_ASM_15.1555	NA	blue
evm.TU.HIC_ASM_15.1586	NA	blue
evm.TU.HIC_ASM_15.1602	NA	blue
evm.TU.HIC_ASM_15.1607	NA	blue
evm.TU.HIC_ASM_15.1825	NA	blue
evm.TU.HIC_ASM_15.1890	NA	blue
evm.TU.HIC_ASM_15.2018	NA	blue
evm.TU.HIC_ASM_15.2435	NA	blue
evm.TU.HIC_ASM_15.2507	NA	blue
evm.TU.HIC_ASM_15.2568	NA	blue
evm.TU.HIC_ASM_15.2598	NA	blue
evm.TU.HIC_ASM_15.2618	NA	blue
evm.TU.HIC_ASM_15.2637	NA	blue
evm.TU.HIC_ASM_15.2638	NA	blue
evm.TU.HIC_ASM_15.2640	NA	blue
evm.TU.HIC_ASM_15.335	NA	blue
evm.TU.HIC_ASM_15.366	NA	blue
evm.TU.HIC_ASM_15.477	NA	blue
evm.TU.HIC_ASM_15.656	NA	blue
evm.TU.HIC_ASM_15.712	NA	blue
