fromNode	toNode	weight	direction	fromAltName	toAltName
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_10.490	0.574966673428559	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_10.495	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_10.532	0.70821236987084	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_10.859	0.75808689891152	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_11.104	0.661599886118056	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_11.1156	0.620282833949536	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_11.260	0.654459930748051	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_12.1184	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_12.289	0.835394886756352	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_13.337	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_13.700	0.811361679769279	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_14.487	0.816806028303174	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_15.1267	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_15.2339	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_15.2630	0.659651200774481	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_16.1050	0.337729339348301	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_16.515	0.782096195754144	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_17.1028	0.830312462215991	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_17.1117	0.761716280993776	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_17.1127	0.815056666787173	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_17.475	0.781966195910085	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_2.794	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_3.1799	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_3.1850	0.806117408946418	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_4.770	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_4.909	0.830412341752756	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_5.1198	0.775603431767189	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_5.560	0.814196849233809	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.213	0.832604453143385	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.2382	0.812848278540303	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.2579	0.710390067041333	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.3034	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.3035	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.3207	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.3953	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.4057	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.4158	0.541921771182545	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_6.635	0.776811645592341	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_7.105	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_7.1792	0.71817706856155	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_7.18	0.831405309746871	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_7.2238	0.815054055851716	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_7.328	0.688937460674729	undirected	NA	NA
evm.TU.HIC_ASM_1.2035	evm.TU.HIC_ASM_7.34	0.561664064180503	undirected	NA	NA
