nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.HIC_ASM_0.2	NA	yellow
evm.TU.HIC_ASM_1.71	NA	yellow
evm.TU.HIC_ASM_1.969	NA	yellow
evm.TU.HIC_ASM_10.156	NA	yellow
evm.TU.HIC_ASM_12.1345	NA	yellow
evm.TU.HIC_ASM_12.211	NA	yellow
evm.TU.HIC_ASM_13.1192	NA	yellow
evm.TU.HIC_ASM_13.1374	NA	yellow
evm.TU.HIC_ASM_13.759	NA	yellow
evm.TU.HIC_ASM_15.1602	NA	yellow
evm.TU.HIC_ASM_15.1825	NA	yellow
evm.TU.HIC_ASM_15.2568	NA	yellow
evm.TU.HIC_ASM_15.2640	NA	yellow
evm.TU.HIC_ASM_16.94	NA	yellow
evm.TU.HIC_ASM_17.1448	NA	yellow
evm.TU.HIC_ASM_18.393	NA	yellow
evm.TU.HIC_ASM_2.1199	NA	yellow
evm.TU.HIC_ASM_2.200	NA	yellow
evm.TU.HIC_ASM_2.592	NA	yellow
evm.TU.HIC_ASM_3.1383	NA	yellow
evm.TU.HIC_ASM_5.907	NA	yellow
evm.TU.HIC_ASM_6.1091	NA	yellow
evm.TU.HIC_ASM_6.137	NA	yellow
evm.TU.HIC_ASM_6.2069	NA	yellow
evm.TU.HIC_ASM_6.2395	NA	yellow
evm.TU.HIC_ASM_6.2810	NA	yellow
evm.TU.HIC_ASM_6.298	NA	yellow
evm.TU.HIC_ASM_6.3428	NA	yellow
evm.TU.HIC_ASM_6.441	NA	yellow
evm.TU.HIC_ASM_7.2173	NA	yellow
evm.TU.HIC_ASM_8.450	NA	yellow
evm.TU.HIC_ASM_8.841	NA	yellow
evm.TU.HIC_ASM_9.1027	NA	yellow
evm.TU.HIC_ASM_9.1424	NA	yellow
evm.TU.ORIGINAL_154.9	NA	yellow
evm.TU.ORIGINAL_200.16	NA	yellow
evm.TU.ORIGINAL_425.4	NA	yellow
PB.78	NA	yellow
