nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_26__FRAGMENT_2.5	NA	pink
evm.TU.FRAGSCAFF_75__FRAGMENT_3.45	NA	pink
evm.TU.HIC_ASM_1.2071	NA	pink
evm.TU.HIC_ASM_1.2283	NA	pink
evm.TU.HIC_ASM_1.258	NA	pink
evm.TU.HIC_ASM_10.1156	NA	pink
evm.TU.HIC_ASM_11.1031	NA	pink
evm.TU.HIC_ASM_11.280	NA	pink
evm.TU.HIC_ASM_11.567	NA	pink
evm.TU.HIC_ASM_11.868	NA	pink
evm.TU.HIC_ASM_12.1013	NA	pink
evm.TU.HIC_ASM_12.1150	NA	pink
evm.TU.HIC_ASM_12.864	NA	pink
evm.TU.HIC_ASM_13.1360	NA	pink
evm.TU.HIC_ASM_13.981	NA	pink
evm.TU.HIC_ASM_14.282	NA	pink
evm.TU.HIC_ASM_15.1260	NA	pink
evm.TU.HIC_ASM_15.2392	NA	pink
evm.TU.HIC_ASM_16.1198	NA	pink
evm.TU.HIC_ASM_16.428	NA	pink
evm.TU.HIC_ASM_16.72	NA	pink
evm.TU.HIC_ASM_17.1390	NA	pink
evm.TU.HIC_ASM_17.18	NA	pink
evm.TU.HIC_ASM_2.315	NA	pink
evm.TU.HIC_ASM_3.954	NA	pink
evm.TU.HIC_ASM_4.1552	NA	pink
evm.TU.HIC_ASM_4.1752	NA	pink
evm.TU.HIC_ASM_4.522	NA	pink
evm.TU.HIC_ASM_5.1025	NA	pink
evm.TU.HIC_ASM_5.1278	NA	pink
evm.TU.HIC_ASM_5.268	NA	pink
evm.TU.HIC_ASM_5.442	NA	pink
evm.TU.HIC_ASM_5.50	NA	pink
evm.TU.HIC_ASM_5.692	NA	pink
evm.TU.HIC_ASM_6.2529	NA	pink
evm.TU.HIC_ASM_6.26	NA	pink
evm.TU.HIC_ASM_7.1420	NA	pink
evm.TU.HIC_ASM_8.1457	NA	pink
evm.TU.HIC_ASM_8.1809	NA	pink
evm.TU.HIC_ASM_8.638	NA	pink
evm.TU.HIC_ASM_9.366	NA	pink
evm.TU.HIC_ASM_9.969	NA	pink
PB.21997	NA	pink
PB.3109	NA	pink
PB.23269	NA	pink
PB.1180	NA	pink
PB.20023	NA	pink
