nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_104__FRAGMENT_3.5	NA	lightcyan
evm.TU.FRAGSCAFF_21__FRAGMENT_1.32	NA	lightcyan
evm.TU.FRAGSCAFF_27__FRAGMENT_2.21	NA	lightcyan
evm.TU.FRAGSCAFF_36.5	NA	lightcyan
evm.TU.FRAGSCAFF_44__FRAGMENT_2.14	NA	lightcyan
evm.TU.FRAGSCAFF_44__FRAGMENT_3.13	NA	lightcyan
evm.TU.FRAGSCAFF_47__FRAGMENT_3.15	NA	lightcyan
evm.TU.FRAGSCAFF_52__FRAGMENT_3.2	NA	lightcyan
evm.TU.FRAGSCAFF_57__FRAGMENT_2.35	NA	lightcyan
evm.TU.FRAGSCAFF_57__FRAGMENT_2.37	NA	lightcyan
evm.TU.FRAGSCAFF_59.3	NA	lightcyan
evm.TU.FRAGSCAFF_72__FRAGMENT_4.1	NA	lightcyan
evm.TU.FRAGSCAFF_72__FRAGMENT_4.2	NA	lightcyan
evm.TU.FRAGSCAFF_7__FRAGMENT_2.3_evm.TU.FRAGSCAFF_7__FRAGMENT_2.4	NA	lightcyan
evm.TU.FRAGSCAFF_89__FRAGMENT_1.21	NA	lightcyan
evm.TU.FRAGSCAFF_89__FRAGMENT_4.5	NA	lightcyan
evm.TU.HIC_ASM_0.1000	NA	lightcyan
evm.TU.HIC_ASM_0.199	NA	lightcyan
evm.TU.HIC_ASM_0.203	NA	lightcyan
evm.TU.HIC_ASM_0.26	NA	lightcyan
evm.TU.HIC_ASM_0.286	NA	lightcyan
evm.TU.HIC_ASM_0.300	NA	lightcyan
evm.TU.HIC_ASM_0.317	NA	lightcyan
evm.TU.HIC_ASM_0.318	NA	lightcyan
evm.TU.HIC_ASM_0.329	NA	lightcyan
evm.TU.HIC_ASM_0.346	NA	lightcyan
evm.TU.HIC_ASM_0.357	NA	lightcyan
evm.TU.HIC_ASM_0.474	NA	lightcyan
evm.TU.HIC_ASM_0.53	NA	lightcyan
evm.TU.HIC_ASM_0.571	NA	lightcyan
evm.TU.HIC_ASM_0.583	NA	lightcyan
