nodeName	altName	nodeAttr[nodesPresent, ]
evm.TU.FRAGSCAFF_47__FRAGMENT_3.20	NA	tan
evm.TU.FRAGSCAFF_68__FRAGMENT_3.2	NA	tan
evm.TU.FRAGSCAFF_75__FRAGMENT_3.80	NA	tan
evm.TU.FRAGSCAFF_7__FRAGMENT_1.11	NA	tan
evm.TU.FRAGSCAFF_90__FRAGMENT_1.46	NA	tan
evm.TU.FRAGSCAFF_90__FRAGMENT_1.5	NA	tan
evm.TU.HIC_ASM_0.110	NA	tan
evm.TU.HIC_ASM_0.135	NA	tan
evm.TU.HIC_ASM_0.165	NA	tan
evm.TU.HIC_ASM_0.188	NA	tan
evm.TU.HIC_ASM_0.428	NA	tan
evm.TU.HIC_ASM_0.44	NA	tan
evm.TU.HIC_ASM_0.513	NA	tan
evm.TU.HIC_ASM_0.533	NA	tan
evm.TU.HIC_ASM_0.605	NA	tan
evm.TU.HIC_ASM_0.650	NA	tan
evm.TU.HIC_ASM_0.771	NA	tan
evm.TU.HIC_ASM_0.92	NA	tan
evm.TU.HIC_ASM_1.1039	NA	tan
evm.TU.HIC_ASM_1.105	NA	tan
evm.TU.HIC_ASM_1.106	NA	tan
evm.TU.HIC_ASM_1.107	NA	tan
evm.TU.HIC_ASM_1.1175	NA	tan
evm.TU.HIC_ASM_1.131	NA	tan
evm.TU.HIC_ASM_1.1326	NA	tan
evm.TU.HIC_ASM_1.151	NA	tan
evm.TU.HIC_ASM_1.1551	NA	tan
evm.TU.HIC_ASM_1.1552	NA	tan
evm.TU.HIC_ASM_1.1553	NA	tan
evm.TU.HIC_ASM_1.1838	NA	tan
evm.TU.HIC_ASM_1.1842	NA	tan
evm.TU.HIC_ASM_1.188	NA	tan
evm.TU.HIC_ASM_1.2012	NA	tan
evm.TU.HIC_ASM_1.2172	NA	tan
evm.TU.HIC_ASM_1.2179	NA	tan
evm.TU.HIC_ASM_1.2483	NA	tan
evm.TU.HIC_ASM_1.2521	NA	tan
evm.TU.HIC_ASM_1.2645	NA	tan
evm.TU.HIC_ASM_1.271	NA	tan
evm.TU.HIC_ASM_1.2723	NA	tan
evm.TU.HIC_ASM_1.315	NA	tan
evm.TU.HIC_ASM_1.753	NA	tan
evm.TU.HIC_ASM_1.780	NA	tan
evm.TU.HIC_ASM_1.882	NA	tan
evm.TU.HIC_ASM_10.1164	NA	tan
evm.TU.HIC_ASM_10.1216	NA	tan
evm.TU.HIC_ASM_10.370	NA	tan
evm.TU.HIC_ASM_10.384	NA	tan
evm.TU.HIC_ASM_10.480	NA	tan
evm.TU.HIC_ASM_10.627	NA	tan
evm.TU.HIC_ASM_10.652	NA	tan
evm.TU.HIC_ASM_10.722	NA	tan
evm.TU.HIC_ASM_10.789	NA	tan
evm.TU.HIC_ASM_10.992	NA	tan
evm.TU.HIC_ASM_10.998	NA	tan
evm.TU.HIC_ASM_10.999	NA	tan
evm.TU.HIC_ASM_11.1018	NA	tan
evm.TU.HIC_ASM_11.1036	NA	tan
evm.TU.HIC_ASM_11.1075	NA	tan
evm.TU.HIC_ASM_11.1143	NA	tan
evm.TU.HIC_ASM_11.1253	NA	tan
evm.TU.HIC_ASM_11.1315	NA	tan
evm.TU.HIC_ASM_11.1337	NA	tan
evm.TU.HIC_ASM_11.141	NA	tan
evm.TU.HIC_ASM_11.231	NA	tan
evm.TU.HIC_ASM_11.336	NA	tan
evm.TU.HIC_ASM_11.539	NA	tan
evm.TU.HIC_ASM_11.772	NA	tan
evm.TU.HIC_ASM_11.910	NA	tan
evm.TU.HIC_ASM_11.990	NA	tan
evm.TU.HIC_ASM_12.1138	NA	tan
evm.TU.HIC_ASM_12.1221	NA	tan
evm.TU.HIC_ASM_12.1265	NA	tan
evm.TU.HIC_ASM_12.156	NA	tan
evm.TU.HIC_ASM_12.158	NA	tan
evm.TU.HIC_ASM_12.288	NA	tan
evm.TU.HIC_ASM_12.291	NA	tan
evm.TU.HIC_ASM_12.435	NA	tan
evm.TU.HIC_ASM_12.717	NA	tan
evm.TU.HIC_ASM_12.74	NA	tan
evm.TU.HIC_ASM_12.806	NA	tan
evm.TU.HIC_ASM_12.847	NA	tan
evm.TU.HIC_ASM_12.861	NA	tan
evm.TU.HIC_ASM_12.881	NA	tan
evm.TU.HIC_ASM_12.882	NA	tan
evm.TU.HIC_ASM_12.94	NA	tan
evm.TU.HIC_ASM_12.960	NA	tan
evm.TU.HIC_ASM_12.982	NA	tan
evm.TU.HIC_ASM_13.1023	NA	tan
evm.TU.HIC_ASM_13.235	NA	tan
evm.TU.HIC_ASM_13.462	NA	tan
evm.TU.HIC_ASM_13.489	NA	tan
evm.TU.HIC_ASM_13.650	NA	tan
evm.TU.HIC_ASM_13.829	NA	tan
evm.TU.HIC_ASM_13.925	NA	tan
evm.TU.HIC_ASM_13.994	NA	tan
evm.TU.HIC_ASM_14.1005	NA	tan
evm.TU.HIC_ASM_14.1062	NA	tan
evm.TU.HIC_ASM_14.1153	NA	tan
evm.TU.HIC_ASM_14.275	NA	tan
